simulation,mass1,radius1,logg1,mass2,radius2,logg2
04610,1.11736,5.21138,3.05236,1.21934,2.16629,3.85276
04611,1.16633,2.43378,3.73233,0.43803,0.89003,4.18077
04612,1.29112,1.06975,4.49047,0.23096,0.78717,4.00948
04613,1.28911,1.14032,4.43431,0.79745,2.44069,3.56475
04614,1.33913,1.52445,4.19867,0.59059,0.59898,4.65453
04615,1.13583,2.77110,3.60808,0.48577,2.31742,3.39449
04616,1.17999,2.80810,3.61312,1.32387,4.40335,3.27235
04617,1.00859,2.94873,3.50252,0.55832,2.23828,3.48512
04618,1.10612,0.89483,4.57839,0.99369,1.99902,3.83369
04619,1.35661,1.63244,4.14485,1.53921,1.39415,4.33675
04620,1.17276,0.82298,4.67650,0.94605,3.33531,3.36771
04621,1.18749,1.71622,4.04355,0.76833,1.26136,4.12194
04622,1.36110,3.88977,3.39211,1.34299,3.46383,3.48703
04623,1.22079,2.10443,3.87844,0.35938,2.13118,3.33638
04624,1.33562,2.71813,3.69521,1.38939,0.86188,4.71000
04625,1.30468,2.35959,3.80790,0.24483,0.96606,3.85693
04626,1.30343,0.86145,4.68270,1.56546,2.32361,3.90038
04627,1.06091,0.74032,4.72491,0.76980,0.47761,4.96629
04628,1.24141,1.68912,4.07667,1.49944,4.51171,3.30532
04629,1.38224,1.75181,4.09168,1.83072,0.75445,4.94543
04630,1.15541,1.53704,4.12743,1.15775,2.14070,3.84057
04631,1.39951,2.34862,3.84242,1.07420,1.70039,4.00805
04632,1.20011,0.58302,4.98592,1.53080,2.71280,3.75615
04633,1.03059,0.83453,4.60827,1.11495,1.20075,4.32642
04634,1.08368,1.56205,4.08558,0.36300,0.58885,4.45796
04635,1.30518,1.83607,4.02596,1.41583,1.10133,4.50525
04636,1.17772,0.84810,4.65222,1.17796,0.87624,4.62395
04637,1.21707,4.23650,3.26937,0.45508,0.52608,4.65404
04638,1.29303,3.21767,3.53459,1.45019,4.08073,3.37802
04639,1.37571,1.78526,4.07319,0.47561,0.87982,4.22653
04640,1.03419,3.04664,3.48503,0.79563,0.77094,4.56474
04641,1.20698,2.54041,3.70996,1.22007,1.51747,4.16221
04642,1.37296,3.20430,3.56426,0.20517,0.30299,4.78733
04643,1.13380,3.16184,3.49272,0.36273,0.62453,4.40654
04644,1.18948,2.09436,3.87132,1.26767,2.80345,3.64569
04645,1.39804,2.16787,3.91152,0.84904,2.79720,3.47355
04646,1.15806,3.54586,3.40236,0.93229,2.87263,3.49106
04647,1.23636,0.85419,4.66710,0.92685,1.89433,3.85017
04648,1.33482,2.37038,3.81385,1.30842,2.86967,3.63915
04649,1.03112,2.76176,3.56900,0.64020,1.11563,4.14934
04650,1.05219,1.61899,4.04167,0.94534,0.70510,4.71716
04651,1.36754,0.95910,4.61028,1.80209,1.81622,4.17551
04652,1.29534,2.21956,3.85792,1.69447,0.98594,4.67940
04653,1.38475,1.96289,3.99365,1.24100,5.75006,3.01249
04654,1.18908,0.99038,4.52168,0.57147,1.90822,3.63380
04655,1.21882,0.75413,4.76912,1.42708,0.85769,4.72586
04656,1.20035,1.29435,4.29327,1.32318,0.96641,4.58936
04657,1.17791,1.23811,4.32366,1.71360,1.60517,4.26094
04658,1.39534,2.23310,3.88493,1.81687,2.97752,3.74968
04659,1.05470,3.87637,3.28435,0.68666,0.63764,4.66565
04660,1.23642,4.33779,3.25570,1.15341,3.32715,3.45591
04661,1.21545,1.39423,4.23413,0.61620,0.60511,4.66412
04662,1.31277,0.64550,4.93646,1.42241,1.18595,4.44296
04663,1.21000,3.81077,3.35883,1.33871,5.17604,3.13676
04664,1.27032,1.64155,4.11148,1.08135,0.62201,4.88445
04665,1.20226,4.79132,3.15716,1.29273,2.87034,3.63371
04666,1.32038,1.61838,4.14061,0.64371,0.78743,4.45434
04667,1.36231,2.98457,3.62258,0.41926,0.44740,4.75916
04668,1.21370,1.02531,4.50047,0.17992,0.38527,4.52163
04669,1.00371,3.15758,3.44097,0.71859,0.81062,4.47691
04670,1.26164,0.79827,4.73470,1.57544,0.89581,4.73104
04671,1.12350,2.09477,3.84637,0.53760,1.42858,3.85871
04672,1.30711,5.90528,3.01190,0.87583,0.85626,4.51528
04673,1.16961,0.76288,4.74119,0.84754,0.68173,4.69900
04674,1.00322,2.70446,3.57530,1.01252,5.01278,3.04332
04675,1.17529,3.87911,3.33075,1.63271,1.47541,4.31315
04676,1.36345,2.98582,3.62258,0.18555,0.47244,4.35785
04677,1.30046,3.04616,3.58466,1.87790,6.20502,3.12625
04678,1.35072,3.10107,3.58561,1.78502,5.47134,3.21352
04679,1.01675,1.54111,4.06961,1.12519,2.40531,3.72695
04680,1.00951,1.12695,4.33837,0.39112,1.96701,3.44276
04681,1.02850,0.59384,4.90294,0.22005,2.19316,3.09845
04682,1.34150,4.55788,3.24813,0.43209,1.20672,3.91043
04683,1.31748,3.71484,3.41793,1.15533,1.02191,4.48195
04684,1.09522,0.66412,4.83307,0.71582,4.17345,3.05188
04685,1.30814,1.93201,3.98270,0.93271,0.93856,4.46289
04686,1.17488,4.98315,3.11305,1.47351,0.65416,4.97505
04687,1.20617,2.66497,3.66809,1.20042,0.70375,4.82256
04688,1.09007,2.59119,3.64852,0.18574,0.47285,4.35752
04689,1.18505,0.76309,4.74665,1.60660,1.68380,4.19140
04690,1.31905,1.36082,4.29073,1.77429,4.75094,3.33353
04691,1.11580,5.50037,3.00487,0.27387,1.27786,3.66265
04692,1.35969,1.96202,3.98610,1.05760,0.73258,4.73268
04693,1.34747,1.02859,4.54310,0.76408,3.95708,3.12646
04694,1.19004,1.68823,4.05877,1.02911,1.58347,4.05131
04695,1.13304,1.20071,4.33344,0.44960,0.91757,4.16562
04696,1.34614,1.34026,4.31278,0.83513,2.16984,3.68697
04697,1.38001,2.25553,3.87145,1.99299,6.70363,3.08495
04698,1.02911,0.67284,4.79471,0.99741,2.25898,3.72912
04699,1.03772,0.59678,4.90252,0.55173,1.65704,3.74113
04700,1.04030,0.98192,4.47107,0.28655,0.62459,4.30407
04701,1.07574,1.10673,4.38169,0.53497,1.44254,3.84814
04702,1.03914,5.17969,3.02613,1.06843,0.87644,4.58137
04703,1.32138,3.29279,3.52397,1.68173,2.62111,3.82685
04704,1.37321,1.89601,4.02012,1.31371,2.82354,3.65498
04705,1.04424,1.82807,3.93288,0.43213,2.25186,3.36860
04706,1.04260,1.60568,4.04486,0.50840,1.22635,3.96705
04707,1.06699,1.05242,4.42185,0.90985,4.89987,3.01667
04708,1.36310,4.12531,3.34168,0.34709,2.40720,3.21549
04709,1.12655,1.62801,4.06651,0.88749,1.72701,3.91164
04710,1.36879,4.81804,3.20866,0.43149,2.97319,3.12659
04711,1.35397,1.37515,4.29298,1.70232,6.25884,3.07612
04712,1.19013,4.10826,3.28635,1.48231,2.57028,3.78904
04713,1.33130,2.35304,3.81909,1.13206,5.08167,3.07992
04714,1.06542,5.31877,3.01397,0.90745,3.29216,3.36093
04715,1.20945,2.12108,3.86754,1.55143,0.73452,4.89679
04716,1.07416,1.32466,4.22493,1.37655,1.67090,4.13096
04717,1.33386,4.06034,3.34605,0.29919,0.46166,4.58537
04718,1.23356,0.91341,4.60790,1.40559,1.54865,4.20602
04719,1.17620,3.23299,3.48934,1.09327,3.92574,3.28895
04720,1.15788,1.56469,4.11287,1.47921,1.29066,4.38647
04721,1.28530,0.73623,4.81304,1.51732,2.91014,3.69132
04722,1.03836,0.93902,4.50907,0.54919,1.09936,4.09550
04723,1.08985,1.26307,4.27258,0.62472,0.57309,4.71732
04724,1.12351,1.01839,4.47282,0.85952,0.99074,4.38041
04725,1.13687,1.31873,4.25346,0.99854,3.44194,3.36383
04726,1.00285,0.70377,4.74445,1.48269,2.72253,3.73917
04727,1.13494,2.71574,3.62527,0.67693,1.96423,3.68223
04728,1.08024,2.38173,3.71780,1.06565,0.78082,4.68058
04729,1.15574,4.66831,3.16261,1.72540,6.54590,3.04302
04730,1.18562,5.56398,3.02124,1.48026,0.73659,4.87395
04731,1.17225,3.54113,3.40881,1.05786,2.49333,3.66894
04732,1.00088,3.19288,3.43008,0.45263,0.36186,4.97672
04733,1.02660,1.16623,4.31590,0.43344,0.64079,4.46156
04734,1.35752,2.19260,3.88890,1.19628,1.80177,4.00450
04735,1.02406,1.76140,3.95668,1.18941,2.41857,3.74628
04736,1.29482,0.82938,4.71277,1.31881,0.87720,4.67205
04737,1.19830,0.80736,4.70249,1.56523,1.40682,4.33617
04738,1.14901,0.83967,4.65018,0.78754,3.16271,3.33422
04739,1.07182,4.96067,3.07711,1.07656,1.39532,4.18076
04740,1.18561,0.64282,4.89583,1.11513,3.57615,3.37856
04741,1.28185,2.51615,3.74443,1.35142,1.25914,4.36871
04742,1.32208,2.69638,3.69776,1.17540,2.13436,3.84972
04743,1.29984,1.47712,4.21313,1.00411,3.97540,3.24109
04744,1.03319,0.61449,4.87521,0.78387,2.04891,3.70927
04745,1.21521,0.98937,4.53200,0.68003,1.74595,3.78653
04746,1.05215,5.15610,3.03550,1.09054,0.73306,4.74543
04747,1.00221,2.28422,3.72155,0.21470,0.33862,4.71049
04748,1.39034,1.81193,4.06491,0.67165,2.17183,3.59156
04749,1.25901,1.14549,4.42012,0.77794,0.72344,4.61020
04750,1.24130,5.06701,3.12244,0.84646,0.88096,4.47576
04751,1.15010,3.51402,3.40720,0.74618,4.14639,3.07557
04752,1.21639,1.31801,4.28330,0.30688,0.86114,4.05489
04753,1.29904,0.73751,4.81616,1.05078,4.45938,3.16103
04754,1.24744,1.37004,4.26062,0.87008,4.61732,3.04885
04755,1.03363,0.73148,4.72403,0.36407,0.48693,4.62432
04756,1.09561,0.56402,4.97514,1.47165,3.02352,3.64485
04757,1.31685,4.42366,3.26604,1.52517,0.83021,4.78301
04758,1.10023,0.96279,4.51249,0.25131,2.32516,3.10537
04759,1.24579,2.11332,3.88358,1.67463,0.95337,4.70346
04760,1.01937,2.92693,3.51358,1.23859,0.77835,4.74864
04761,1.16559,2.14055,3.84356,1.22586,0.87861,4.63891
04762,1.08144,5.25076,3.03162,0.78843,1.24783,4.14252
04763,1.37690,5.77772,3.05346,0.34151,2.39437,3.21309
04764,1.21363,5.44919,3.04949,0.12747,0.71869,3.83039
04765,1.06620,4.43602,3.17192,0.36977,2.72792,3.13434
04766,1.24170,1.52686,4.16449,0.65874,0.46917,4.91411
04767,1.24697,1.66145,4.09295,0.52623,0.59259,4.61374
04768,1.15381,1.41191,4.20059,1.41531,4.32392,3.31717
04769,1.06473,1.84813,3.93184,1.34489,2.97855,3.61875
04770,1.28706,0.82447,4.71532,0.59087,1.74571,3.72562
04771,1.32145,3.47170,3.47803,0.89733,2.46196,3.60846
04772,1.12760,5.20936,3.05665,1.39044,0.85419,4.71811
04773,1.34093,4.85709,3.19272,1.48173,2.39387,3.85064
04774,1.17793,1.05186,4.46527,1.03761,0.58959,4.91300
04775,1.21454,0.60407,4.96030,1.72957,1.16923,4.54021
04776,1.29390,1.03316,4.52164,1.49167,1.93614,4.03786
04777,1.39516,2.89471,3.65948,1.35103,3.68537,3.43577
04778,1.16852,0.68692,4.83190,1.23617,2.05339,3.90521
04779,1.14549,2.52591,3.69223,0.45637,1.21959,3.92495
04780,1.25831,3.74170,3.39172,0.16191,1.66309,3.20552
04781,1.17250,3.08863,3.52765,0.71720,0.48143,4.92864
04782,1.21661,2.13824,3.86310,0.40626,0.39500,4.85369
04783,1.09388,3.29381,3.44164,1.43072,2.28640,3.87532
04784,1.12785,1.17583,4.34963,1.27838,3.64563,3.42118
04785,1.02871,1.22825,4.27179,0.39913,1.27766,3.82636
04786,1.15968,2.64699,3.65690,0.62457,1.15622,4.10757
04787,1.06286,1.26211,4.26235,1.12988,3.55772,3.38876
04788,1.02045,2.25689,3.73984,0.11047,0.33870,4.42170
04789,1.24215,0.88155,4.64175,0.36531,1.83980,3.47118
04790,1.13365,1.99498,3.89267,0.19562,0.23472,4.98835
04791,1.25465,1.85031,4.00210,0.93054,3.85761,3.23417
04792,1.33982,1.66991,4.11973,1.26533,0.71458,4.83217
04793,1.39171,0.87450,4.69810,1.61607,3.95113,3.45309
04794,1.04329,3.70986,3.31776,0.80606,1.43658,4.02978
04795,1.25385,1.40826,4.23895,0.18559,1.86137,3.16696
04796,1.35701,1.27505,4.35959,0.39520,0.37320,4.89101
04797,1.39438,3.51210,3.49131,0.26275,0.49347,4.47109
04798,1.22541,2.03215,3.91044,1.05659,1.04856,4.42078
04799,1.27080,0.77868,4.75942,0.47670,1.76404,3.62330
04800,1.09752,1.55323,4.09601,0.20412,0.29859,4.79780
04801,1.25874,2.76137,3.65575,1.64288,0.85144,4.79336
04802,1.39640,3.45515,3.50614,0.35344,2.53146,3.17964
04803,1.18425,0.85749,4.64506,0.45239,3.25060,3.06965
04804,1.09266,1.41019,4.17799,0.78532,3.89885,3.15124
04805,1.14971,1.07442,4.43631,1.57388,0.78890,4.84099
04806,1.31449,0.74243,4.81551,1.11504,4.71645,3.13813
04807,1.19124,3.32048,3.47166,0.56463,3.77172,3.03675
04808,1.30125,0.71230,4.84710,1.31439,1.36943,4.28371
04809,1.00958,0.88179,4.55148,0.68147,1.78980,3.76591
04810,1.01680,0.61075,4.87358,0.72926,2.52558,3.49623
04811,1.09529,1.56071,4.09095,1.23346,1.51656,4.16747
04812,1.14379,3.33155,3.45112,0.21013,1.84814,3.22709
04813,1.38854,2.28816,3.86166,1.90353,0.95793,4.75496
04814,1.23770,5.35087,3.07383,1.74542,2.16203,4.01025
04815,1.11264,1.30288,4.25462,1.29716,2.81689,3.65152
04816,1.10702,1.72964,4.00631,1.05155,0.75552,4.70340
04817,1.26990,1.37412,4.26579,1.88273,1.52442,4.34665
04818,1.32899,4.49662,3.25582,0.99902,2.60973,3.60445
04819,1.10236,0.64958,4.85512,0.69774,1.51023,3.92367
04820,1.35821,2.24233,3.86964,1.98866,3.65763,3.61023
04821,1.24556,1.70259,4.07121,1.25397,1.89778,3.97986
04822,1.34925,4.03042,3.35746,0.79251,2.68314,3.47979
04823,1.09474,1.47073,4.14231,0.83898,3.33889,3.31462
04824,1.13243,1.80583,3.97873,0.89595,3.35666,3.33854
04825,1.25838,3.47619,3.45567,1.04737,4.76812,3.10147
04826,1.08423,0.74956,4.72358,0.13139,0.69226,3.87609
04827,1.31780,2.35482,3.81400,1.77930,1.35925,4.42172
04828,1.10963,4.68704,3.14145,0.16765,0.24626,4.87967
04829,1.23333,2.66228,3.67864,1.60218,0.94177,4.69489
04830,1.12898,1.27697,4.27839,0.26099,2.38237,3.10068
04831,1.06716,4.44664,3.17023,0.20802,0.63140,4.15557
04832,1.06006,3.10949,3.47802,1.08757,3.60147,3.36156
04833,1.06604,3.57878,3.35837,1.11188,0.58045,4.95659
04834,1.05192,2.16871,3.78765,0.90730,1.32355,4.15234
04835,1.00303,0.86533,4.56502,0.59790,2.39256,3.45697
04836,1.39679,5.02408,3.18108,1.37083,1.14309,4.45889
04837,1.11455,0.57092,4.97202,1.25595,3.13173,3.54547
04838,1.10514,0.70785,4.78160,1.59405,2.43441,3.86778
04839,1.39790,2.52576,3.77876,1.01496,0.67629,4.78426
04840,1.10157,3.92690,3.29198,0.95860,2.39764,3.66014
04841,1.26892,1.56006,4.15522,0.13013,0.98923,3.56185
04842,1.13977,1.18026,4.35093,0.74418,3.70801,3.17146
04843,1.05795,0.88724,4.56645,0.18882,0.41568,4.47659
04844,1.14138,0.72727,4.77211,0.61978,0.48690,4.85542
04845,1.02346,0.71126,4.74408,0.21575,0.76243,4.00762
04846,1.24416,1.61136,4.11856,0.85146,1.44363,4.04932
04847,1.34799,4.19775,3.32172,0.29647,0.62589,4.31707
04848,1.23134,0.86690,4.65251,0.16070,1.08449,3.57363
04849,1.36500,1.93949,3.99783,1.89045,3.86147,3.54113
04850,1.31594,1.65408,4.12019,1.06027,5.03384,3.05968
04851,1.03204,1.30515,4.22044,0.80772,1.62012,3.92624
04852,1.34150,1.76417,4.07258,0.86666,0.89943,4.46798
04853,1.26343,1.62177,4.11964,0.96984,2.73285,3.55154
04854,1.27810,2.78159,3.65605,0.38834,0.38253,4.86195
04855,1.21229,2.06047,3.89374,0.34224,1.54309,3.59562
04856,1.37644,0.89397,4.67418,1.90044,1.34976,4.45641
04857,1.16755,4.60704,3.17850,0.86702,0.55251,4.89141
04858,1.07987,0.96138,4.50565,1.47846,3.47092,3.52699
04859,1.09763,3.17238,3.47576,1.53940,3.60955,3.51051
04860,1.31695,3.74751,3.41015,0.23095,2.27922,3.08601
04861,1.24790,3.72009,3.39314,0.65806,2.29509,3.53473
04862,1.26741,1.54736,4.16180,1.48197,0.74963,4.85921
04863,1.31248,0.92589,4.62304,1.71710,2.27520,3.95882
04864,1.29280,0.74418,4.80624,0.65594,1.97766,3.66263
04865,1.26167,2.01550,3.93025,1.57454,3.04905,3.66689
04866,1.23493,0.74641,4.78375,1.07214,0.88690,4.57257
04867,1.14079,4.74049,3.14362,0.34096,2.39044,3.21382
04868,1.08420,0.59255,4.92772,1.43951,2.14358,3.93401
04869,1.24028,1.69052,4.07555,0.25743,2.65355,3.00108
04870,1.32189,4.44920,3.26270,0.64543,3.16032,3.24845
04871,1.21804,4.91981,3.13983,0.76064,1.57281,3.92589
04872,1.36207,1.78691,4.06806,1.73143,5.39663,3.21223
04873,1.32353,2.61253,3.72568,0.94973,1.99586,3.81541
04874,1.13430,2.81680,3.59328,1.08537,5.10784,3.05717
04875,1.27389,2.93459,3.60811,0.42150,0.55289,4.57759
04876,1.38723,1.75815,4.09010,0.15313,1.76991,3.12722
04877,1.12227,0.72945,4.76217,1.54359,1.40373,4.33203
04878,1.31787,2.77465,3.67152,1.37212,1.26122,4.37388
04879,1.30366,1.32985,4.30563,0.88192,0.69498,4.69955
04880,1.38938,4.19461,3.33551,1.74067,5.55529,3.18937
04881,1.30997,1.28493,4.33757,0.13571,1.20774,3.40673
04882,1.05780,1.30523,4.23110,1.36422,1.56031,4.18653
04883,1.24107,1.44454,4.21240,1.50857,0.90047,4.70769
04884,1.11334,2.16520,3.81370,1.56894,1.30881,4.39992
04885,1.17075,4.53763,3.19287,1.13879,1.05465,4.44829
04886,1.05849,1.85567,3.92575,1.45716,0.63797,4.99197
04887,1.16034,1.25584,4.30479,0.18749,2.03413,3.09429
04888,1.33820,1.29836,4.33780,1.44595,1.15225,4.47513
04889,1.02843,3.47335,3.36875,0.41030,0.67721,4.38972
04890,1.22117,3.05060,3.55607,1.34926,5.47023,3.09215
04891,1.09706,0.77560,4.69902,0.80007,0.87588,4.45631
04892,1.14096,1.26143,4.29362,1.64884,3.74267,3.50888
04893,1.35066,1.31250,4.33241,0.81708,3.13998,3.35648
04894,1.36999,4.72806,3.22542,1.75707,6.38910,3.07198
04895,1.00939,1.38177,4.16126,1.07639,3.71503,3.33011
04896,1.32592,0.80799,4.74577,1.26851,2.84557,3.63302
04897,1.00156,2.89828,3.51446,0.56086,0.66610,4.53985
04898,1.24549,1.99751,3.93243,1.30435,0.87209,4.67234
04899,1.20212,4.18035,3.27559,1.65724,1.14942,4.53650
04900,1.38774,3.74179,3.43422,1.42909,1.42344,4.28645
04901,1.09533,3.68889,3.34382,0.15877,0.53476,4.18251
04902,1.39024,0.79364,4.78191,0.52927,2.12098,3.50867
04903,1.22370,0.74043,4.78677,1.59411,0.84574,4.78612
04904,1.10790,2.41854,3.71546,1.08771,2.95266,3.53415
04905,1.29370,1.90001,3.99239,0.22340,1.92340,3.21902
04906,1.13537,1.16330,4.36182,0.17196,0.38252,4.50817
04907,1.13756,1.17166,4.35644,0.88486,0.94631,4.43287
04908,1.28219,5.54075,3.05888,0.26292,1.18112,3.71330
04909,1.24715,1.90626,3.97362,1.72207,3.53343,3.57773
04910,1.05727,0.88033,4.57297,0.26214,1.10727,3.76810
04911,1.30422,1.56356,4.16519,0.77694,1.11518,4.23377
04912,1.06106,2.99000,3.51247,0.44830,1.10504,4.00288
04913,1.27856,2.38904,3.78834,0.12887,0.55326,4.06235
04914,1.02523,1.93490,3.87557,0.37043,0.66696,4.35857
04915,1.03674,0.76982,4.68096,1.35533,3.07016,3.59579
04916,1.34551,0.89763,4.66076,0.64125,3.72068,3.10385
04917,1.04687,2.30925,3.73102,0.35608,0.97440,4.01215
04918,1.24390,1.00933,4.52479,0.17404,2.00044,3.07647
04919,1.15769,1.86767,3.95906,1.02697,1.11025,4.35879
04920,1.07126,0.54360,4.99740,1.11065,1.70236,4.02154
04921,1.27811,1.23405,4.36197,1.32214,1.67871,4.10939
04922,1.36168,0.70526,4.87545,0.37006,0.49147,4.62335
04923,1.24065,3.31908,3.48968,1.51810,2.41651,3.85299
04924,1.11092,3.41851,3.41608,0.24117,1.00067,3.81981
04925,1.03526,1.17305,4.31449,0.89012,4.85180,3.01571
04926,1.28399,3.55929,3.44390,0.87479,0.82428,4.54783
04927,1.28992,2.08044,3.91232,0.16343,1.60406,3.24096
04928,1.15420,0.70417,4.80500,1.28011,2.06584,3.91512
04929,1.39895,2.34857,3.84226,2.03147,0.75719,4.98747
04930,1.18415,1.71735,4.04176,1.69028,1.58328,4.26691
04931,1.32077,1.37275,4.28371,1.65608,1.69894,4.19679
04932,1.23624,1.01325,4.51874,1.52567,4.75126,3.26791
04933,1.33618,2.10362,3.91800,0.50465,3.58653,3.03171
04934,1.10008,0.61351,4.90385,0.78613,4.60360,3.00737
04935,1.02108,2.76690,3.56314,0.76391,2.16116,3.65174
04936,1.22522,4.12385,3.29568,0.52028,0.61148,4.58154
04937,1.30674,0.88466,4.66070,1.04161,1.29197,4.23327
04938,1.13279,2.50254,3.69546,0.74904,0.65342,4.68218
04939,1.18677,1.93659,3.93836,1.00638,2.58891,3.61460
04940,1.34584,1.33449,4.31643,0.15344,1.45027,3.30110
04941,1.25131,2.31877,3.80492,0.37975,0.41348,4.78464
04942,1.02559,4.09633,3.22425,1.13397,1.01532,4.47946
04943,1.17477,0.99918,4.50873,0.72389,2.27683,3.58308
04944,1.19959,2.88101,3.59801,1.60933,4.80275,3.28173
04945,1.13862,0.94168,4.54664,0.45592,0.36301,4.97711
04946,1.28319,0.68269,4.87791,1.19208,2.91183,3.58604
04947,1.27694,1.52982,4.17496,1.84388,1.02368,4.68347
04948,1.21705,1.06810,4.46615,0.22625,0.87754,3.90612
04949,1.07401,1.05825,4.41990,1.60033,1.09221,4.56567
04950,1.10033,0.71092,4.77595,0.63998,2.07806,3.60891
04951,1.18634,1.12861,4.40719,0.84127,2.28019,3.64706
04952,1.21240,3.85968,3.34861,0.21758,1.50379,3.42131
04953,1.13635,0.62134,4.90692,1.43933,2.44754,3.81877
04954,1.37728,1.08408,4.50697,0.55228,3.07026,3.20588
04955,1.05834,1.77748,3.96308,0.29734,2.44052,3.13636
04956,1.34023,1.45027,4.24235,1.93871,2.64048,3.88222
04957,1.20244,1.19888,4.36058,0.37721,1.33328,3.76481
04958,1.07497,0.71398,4.76209,0.71879,0.59290,4.74871
04959,1.00783,2.34164,3.70241,0.57834,0.65654,4.56573
04960,1.23694,1.01215,4.51993,1.19236,0.86191,4.64355
04961,1.30677,5.49456,3.07440,0.69136,0.74326,4.53549
04962,1.37983,1.77175,4.08109,0.70592,2.35936,3.54123
04963,1.04001,1.30321,4.22508,0.83352,2.03026,3.74388
04964,1.35983,0.63405,4.96730,0.32653,2.47820,3.16372
04965,1.31858,0.95421,4.59888,0.64366,3.96282,3.05072
04966,1.22609,0.62213,4.93884,1.62411,0.82149,4.81948
04967,1.05635,0.56285,4.96108,0.90867,2.55944,3.58018
04968,1.36128,5.93135,3.02571,1.43995,1.10190,4.51213
04969,1.33604,1.34861,4.30412,1.11861,5.13595,3.06550
04970,1.26673,2.66273,3.69010,0.67956,0.81214,4.45103
04971,1.37495,5.02811,3.17354,1.64405,1.19575,4.49870
04972,1.36813,2.07868,3.93862,0.18979,0.39906,4.51427
04973,1.17864,0.67808,4.84688,0.16339,1.11001,3.56064
04974,1.29290,1.14379,4.43294,1.18568,0.85445,4.64866
04975,1.20071,1.16677,4.38354,1.31229,1.97427,3.96528
04976,1.29607,4.89735,3.17077,0.25359,2.08469,3.20412
04977,1.30018,1.01125,4.54236,0.82844,2.33538,3.61962
04978,1.30588,0.78949,4.75927,0.29557,0.76089,4.14609
04979,1.09093,0.68651,4.80256,0.38067,1.45083,3.69539
04980,1.18697,4.47701,3.21053,1.75733,2.77651,3.79592
04981,1.25657,2.12047,3.88439,1.54916,1.27584,4.41657
04982,1.20229,0.74374,4.77524,0.45604,0.39460,4.90475
04983,1.24820,4.91808,3.15076,0.67258,1.31794,4.02602
04984,1.32369,2.52938,3.75383,1.29356,1.21338,4.38186
04985,1.19816,1.77119,4.02005,1.15539,1.83542,3.97332
04986,1.11535,3.60050,3.37275,0.26227,0.53190,4.40514
04987,1.18469,3.18061,3.50665,0.40926,2.00527,3.44572
04988,1.02773,2.54971,3.63696,0.66457,1.06999,4.20185
04989,1.03551,1.40715,4.15654,1.31814,1.82868,4.03375
04990,1.32681,1.67040,4.11523,0.71779,3.64235,3.17130
04991,1.33595,5.87713,3.02553,1.76377,1.00796,4.67762
04992,1.05124,3.26426,3.43220,0.52092,2.78013,3.26671
04993,1.36609,3.22094,3.55758,0.61230,2.27598,3.51069
04994,1.20696,3.68082,3.38787,1.68333,1.84716,4.13123
04995,1.39091,3.55910,3.47869,0.55014,1.26133,3.97688
04996,1.18095,1.03701,4.47873,0.21771,0.39405,4.58485
04997,1.37403,2.16280,3.90603,1.72142,1.69887,4.21363
04998,1.05668,3.10337,3.47834,0.11599,1.19504,3.34772
04999,1.18768,3.83073,3.34620,0.73971,2.07360,3.67368
05000,1.23215,4.55348,3.21204,0.79639,2.40336,3.57756
05001,1.19541,1.50642,4.15969,0.44867,0.72918,4.36432
05002,1.28185,1.03020,4.52007,1.20280,1.09178,4.44199
05003,1.33659,1.67239,4.11739,0.69681,1.47767,3.94203
05004,1.37986,0.99519,4.58209,1.09994,1.04851,4.43829
05005,1.13240,0.69394,4.80943,0.80805,2.82751,3.44270
05006,1.07273,4.39763,3.18212,0.71378,1.13840,4.17905
05007,1.00072,1.74644,3.95407,0.21767,0.40949,4.55138
05008,1.06163,4.26011,3.20520,0.30156,0.48477,4.54638
05009,1.02309,0.81552,4.62512,0.79497,2.02672,3.72483
05010,1.22157,5.06747,3.11541,0.67736,1.68680,3.81476
05011,1.25059,2.51950,3.73255,1.39561,0.94733,4.62983
05012,1.28074,5.11774,3.12737,1.48233,0.94249,4.66046
05013,1.06344,3.05501,3.49475,0.97816,4.93606,3.04172
05014,1.20822,1.59843,4.11283,0.89480,3.56981,3.28450
05015,1.24565,2.88985,3.61171,1.43544,4.72952,3.24542
05016,1.21214,1.60439,4.11100,1.72130,2.62820,3.83461
05017,1.30001,5.47402,3.07540,0.35875,2.23438,3.29454
05018,1.38365,4.95359,3.18926,0.37731,1.64835,3.58067
05019,1.13633,3.41744,3.42617,1.27402,4.71806,3.19572
05020,1.37920,0.84135,4.72774,1.99316,2.26389,4.02790
05021,1.21258,0.89087,4.62215,1.36061,0.63041,4.97256
05022,1.39242,1.06988,4.52317,0.83784,1.54613,3.98274
05023,1.13818,1.41090,4.19529,0.77947,2.27846,3.61458
05024,1.09909,0.58910,4.93872,1.25622,4.99516,3.14003
05025,1.12993,2.48574,3.70021,0.47174,3.17633,3.10792
05026,1.28737,5.63937,3.04531,1.75049,3.35225,3.63055
05027,1.34970,2.03062,3.95305,1.83706,2.66738,3.85002
05028,1.19300,1.74815,4.02955,0.78473,3.79744,3.17381
05029,1.31835,5.93907,3.01066,1.01720,0.59797,4.89212
05030,1.26105,2.43815,3.76468,0.70566,3.85206,3.11528
05031,1.23279,1.35404,4.26569,0.27253,1.43565,3.55939
05032,1.04275,3.22466,3.43928,1.49731,0.67983,4.94858
