simulation,period,t0,ecc,per0,q,sma,incl,reqv1,reqv2,teff1,teff2,grb1,grb2,alb1,alb2,l3
05888,6.04533,-0.65797,0.08103,79.23575,0.31859,16.66415,84.06259,2.14544,1.66607,8572.44397,6859.08435,0.56268,0.52327,0.15130,0.67471,0.00000
05889,11.03975,-0.79331,0.08230,248.28708,0.28713,25.17513,65.66523,1.07472,0.87028,6173.46212,8925.55441,0.03784,0.05955,0.61667,0.14942,0.00000
05890,15.77470,0.43109,0.13673,205.10542,0.84981,33.75679,45.73151,0.70013,0.55482,12642.12185,7910.21790,0.02435,0.45586,0.69786,0.78488,0.00000
05891,23.02815,-0.08874,0.46492,354.20026,1.19708,48.59022,55.91361,0.85216,3.13307,7419.80443,5882.55437,0.93685,0.58434,0.13236,0.91540,0.00000
05892,4.54598,0.82928,0.26756,238.87096,0.25039,13.14926,76.19768,4.34540,2.33401,4455.96775,14013.18196,0.78179,0.88536,0.34587,0.61639,0.00000
05893,22.88782,0.56245,0.09577,352.59825,1.26433,49.77703,80.40981,1.24245,6.62058,5509.30779,9127.99735,0.67396,0.60956,0.79712,0.35184,0.00000
05894,23.03020,-0.51023,0.06493,303.32001,0.57110,43.47275,67.91178,3.73281,2.49668,13215.26736,14868.85843,0.91242,0.36189,0.96015,0.43041,0.00000
05895,7.22992,0.86294,0.48679,280.25558,0.84365,20.63302,65.13375,1.60140,1.69816,11161.80729,14598.89513,0.79390,0.12181,0.98348,0.40673,0.00000
05896,10.35298,-0.96840,0.39284,338.66660,0.79400,26.28235,69.21916,1.28667,0.62686,4999.76035,10480.15216,0.72885,0.74837,0.37195,0.11248,0.00000
05897,0.43225,-0.28289,0.12960,49.86399,0.44852,2.81536,78.08308,2.40048,0.90702,10248.73694,10841.69137,0.65775,0.60571,0.50548,0.40010,0.00000
05898,4.29136,-0.30498,0.14985,152.77071,1.48959,15.23210,56.66164,2.02878,1.66464,10233.34316,14308.32022,0.21151,0.96044,0.78109,0.70870,0.00000
05899,10.64963,-0.06465,0.44281,132.47879,0.70727,25.47355,84.70678,3.74384,1.28432,8687.53251,6000.28793,0.22617,0.04671,0.12574,0.64086,0.00000
05900,22.59789,0.76548,0.34752,64.14086,0.46688,42.26319,86.09477,1.51704,1.58694,10700.00372,14072.35763,0.12665,0.01344,0.04702,0.80143,0.00000
05901,4.37837,-0.17485,0.03339,164.11878,0.34669,12.95190,55.31760,2.03202,3.07188,5329.62869,9025.84344,0.41413,0.84373,0.19556,0.51408,0.00000
05902,1.94143,-0.03858,0.22113,161.83519,0.85012,8.84337,47.19749,2.40525,2.09971,7970.95567,14071.19389,0.07632,0.19810,0.19165,0.92859,0.00000
05903,3.23623,-0.43279,0.26591,115.48901,0.18468,9.79845,82.99497,1.24829,0.32244,4769.22402,13043.73214,0.93577,0.96109,0.01912,0.88680,0.00000
05904,24.37453,0.29483,0.46348,237.77171,0.33240,39.36945,83.53434,0.69444,0.81709,13242.57243,12852.45849,0.08006,0.77102,0.80843,0.99949,0.00000
05905,4.55747,-0.84211,0.17666,199.97481,1.25644,16.95335,53.04103,1.34967,6.56405,7205.50887,14990.80926,0.77383,0.93135,0.06933,0.73534,0.00000
05906,16.33386,-0.85570,0.45933,286.37847,0.87220,34.05332,76.63112,1.37507,1.26172,10883.11249,9357.89209,0.36471,0.60602,0.17713,0.83186,0.00000
05907,20.03494,-0.29370,0.28393,144.11015,0.10929,32.96020,60.19267,5.23822,0.60410,11703.96522,7949.15844,0.98524,0.06563,0.63274,0.29869,0.00000
05908,9.40738,-0.72898,0.42085,143.93831,0.92407,25.12858,72.07518,0.93003,1.64474,9932.50404,6983.69777,0.53824,0.69815,0.09005,0.00829,0.00000
05909,10.30611,0.30729,0.09573,38.45793,0.79686,24.46460,86.66461,3.44790,3.83317,11359.57513,14160.76172,0.84751,0.86890,0.80172,0.83917,0.00000
05910,3.60202,-0.03367,0.44212,168.39688,1.15956,13.49043,82.06290,2.25409,2.30254,8512.94111,14243.75147,0.48323,0.57865,0.44349,0.05716,0.00000
05911,0.37440,-0.98684,0.02575,18.52844,0.51470,2.80451,81.63622,0.66183,3.23459,10274.82977,9686.25804,0.04460,0.98317,0.43337,0.02903,0.00000
05912,14.25862,0.68629,0.10424,284.46650,0.55893,30.10688,74.49163,2.59678,4.06379,4366.70222,4456.15306,0.71842,0.49457,0.94528,0.77126,0.00000
05913,7.95995,-0.35186,0.16023,221.42421,1.26884,22.47295,57.48057,0.96051,0.84776,14457.62950,8314.24798,0.35658,0.48754,0.26713,0.07616,0.00000
05914,0.54114,0.93924,0.16758,119.75784,0.53639,3.34994,67.64545,5.10927,0.67850,4688.99733,13773.38643,0.84850,0.37912,0.56196,0.49006,0.00000
05915,17.69860,0.12904,0.00760,341.85639,0.28279,34.14501,55.48598,4.05155,0.62890,4945.88534,7316.45428,0.42824,0.53248,0.13422,0.25887,0.00000
05916,2.86634,0.32912,0.37525,323.66741,1.08381,11.49847,67.54010,2.30033,2.59683,11390.77895,14805.58126,0.62205,0.34171,0.03742,0.28476,0.00000
05917,21.90295,0.82838,0.47539,157.92425,0.48173,40.15304,50.92860,1.03714,1.25344,4195.80139,13560.17251,0.42637,0.43766,0.70680,0.13296,0.00000
05918,19.59714,0.96925,0.35991,162.77285,0.57607,35.93829,70.07322,2.42723,0.67790,9315.75105,10085.59118,0.83318,0.19800,0.27351,0.96453,0.00000
05919,2.44257,0.00243,0.03569,315.05436,0.65821,10.07603,84.28822,1.41000,4.35115,14846.65023,9068.22696,0.96101,0.77170,0.17224,0.07051,0.00000
05920,24.82189,0.88902,0.47298,202.10734,0.47921,45.29933,63.36660,3.57351,2.85511,13959.07727,4316.60559,0.13228,0.83797,0.92233,0.76164,0.00000
05921,20.76163,0.12068,0.49682,316.66578,0.50484,37.86048,75.62306,2.15345,0.93780,4962.63022,5096.25986,0.10225,0.91761,0.74889,0.63701,0.00000
05922,5.85942,-0.98615,0.17720,103.38516,1.10710,18.30889,69.10977,1.64219,1.10626,8217.51480,13142.51025,0.28693,0.86199,0.50290,0.97505,0.00000
05923,8.43404,0.07259,0.17943,33.20207,1.35808,24.25516,58.07400,0.73668,0.93584,9454.14300,8364.88625,0.04850,0.13887,0.83057,0.31968,0.00000
05924,17.21435,-0.72282,0.35075,332.05370,1.36911,38.45102,83.10393,0.80585,1.34213,4267.03545,5508.10494,0.13003,0.33528,0.81988,0.12843,0.00000
05925,0.71674,-0.77165,0.44039,209.94909,1.02030,4.31264,63.60146,4.74013,2.05583,4907.42137,11405.86959,0.76747,0.20647,0.00727,0.84932,0.00000
05926,2.05792,0.66694,0.03158,334.09252,0.32561,7.58286,62.49879,2.93072,0.57767,8034.09775,5464.83967,0.87114,0.73665,0.91679,0.97094,0.00000
05927,8.03409,0.45599,0.17752,254.86081,1.26024,24.33667,54.34136,3.74836,1.48084,7716.40035,13925.42081,0.18320,0.63534,0.71975,0.77443,0.00000
05928,21.98130,0.46727,0.00117,306.10044,0.37932,38.79813,55.32740,1.65778,1.22175,6393.28581,8621.78045,0.98046,0.38083,0.75733,0.29955,0.00000
05929,24.48504,0.32992,0.19541,197.22576,1.40658,49.03902,56.38255,0.92499,3.39996,6365.08790,5660.69084,0.14964,0.65712,0.49015,0.32761,0.00000
05930,19.34028,-0.57483,0.41260,333.82484,1.36139,44.45555,89.08004,5.07588,2.09318,12325.04876,5030.29522,0.64979,0.02978,0.85134,0.04723,0.00000
05931,7.09454,0.22737,0.12465,314.67244,0.78147,19.47814,83.17291,3.96852,4.50549,4356.02792,5189.04658,0.90708,0.16938,0.31113,0.77167,0.00000
05932,21.25429,0.79289,0.45093,17.40010,0.93025,44.24190,80.87777,0.60589,1.27856,13032.31883,13395.15422,0.79688,0.79004,0.54713,0.46258,0.00000
05933,2.00962,0.03917,0.25518,280.73789,1.25788,8.93448,55.61257,1.17232,1.39412,12550.65009,9685.91352,0.51989,0.18339,0.65853,0.99262,0.00000
05934,7.13203,0.42795,0.30196,13.46324,0.72584,20.80009,51.01341,2.05868,1.21119,9531.96949,8328.37661,0.97673,0.29067,0.17014,0.39586,0.00000
05935,6.95477,0.42747,0.28120,277.98004,1.27269,22.15446,62.76334,4.68396,5.90908,5408.51693,4264.73263,0.07590,0.41220,0.85890,0.77179,0.00000
05936,18.23898,-0.38573,0.33096,52.41086,1.09565,40.97137,67.29414,5.07088,0.75476,12206.85919,7658.47460,0.14789,0.26290,0.04279,0.59172,0.00000
05937,16.62543,0.67760,0.15337,212.42048,1.17997,36.59736,62.85330,1.01459,2.21683,3899.58335,12960.73556,0.47139,0.05416,0.90289,0.42269,0.00000
05938,11.94223,0.10706,0.44203,42.01878,1.23909,31.99048,57.53266,1.41980,2.78220,12310.42572,10598.35222,0.78016,0.25717,0.99208,0.17264,0.00000
05939,17.99389,0.73956,0.18373,75.52612,0.93890,39.57382,51.40301,1.93397,5.02242,9693.42925,5743.66016,0.51412,0.84377,0.84458,0.49871,0.00000
05940,4.93774,-0.09951,0.21007,139.21221,0.47054,15.42489,58.52803,1.78638,0.56283,6002.31229,8354.51830,0.32714,0.75663,0.89192,0.39562,0.00000
05941,11.58375,-0.25119,0.19746,117.97282,0.78894,26.31878,61.13965,5.11782,1.34325,11060.54696,4564.95997,0.74219,0.78068,0.87909,0.90329,0.00000
05942,5.14100,-0.47465,0.32307,86.33248,0.59839,14.85081,84.07372,0.87119,1.12446,9177.71743,12590.86524,0.91080,0.33957,0.07357,0.38916,0.00000
05943,9.98402,0.71725,0.01872,67.26114,1.48736,27.11030,85.14361,1.05186,0.76316,13790.30183,4904.75815,0.41772,0.86851,0.61852,0.95217,0.00000
05944,1.45925,0.70590,0.39476,349.70854,0.19369,5.87922,48.40602,1.01334,0.43939,10795.61199,4992.09557,0.71521,0.64271,0.65679,0.71476,0.00000
05945,15.71972,0.51132,0.30449,61.78302,1.17602,35.23527,54.46315,1.34538,1.66031,4628.24344,7300.95548,0.15226,0.15263,0.67398,0.16502,0.00000
05946,3.09357,-0.29693,0.38738,156.15840,0.76086,10.80431,69.41922,3.52310,3.50308,9061.67579,11349.36188,0.66160,0.85957,0.20620,0.92697,0.00000
05947,21.06946,-0.79243,0.40781,228.45159,0.47955,38.54183,72.38169,1.32681,1.01433,5947.81834,5882.38205,0.82793,0.65510,0.30467,0.21597,0.00000
05948,9.76299,-0.90536,0.22347,323.89430,1.02618,25.33007,59.73734,4.86934,4.63514,9463.31679,4499.83050,0.95853,0.83886,0.12091,0.97774,0.00000
05949,4.48533,0.51114,0.43528,155.06033,0.87279,14.48722,73.29696,1.65950,0.88619,10337.28382,5553.90341,0.75808,0.40385,0.10656,0.54285,0.00000
05950,15.39823,0.24359,0.49142,136.60686,1.35039,37.87826,82.19214,0.93898,3.51106,4069.42150,14579.64262,0.58713,0.89722,0.33381,0.29676,0.00000
05951,9.87402,-0.91735,0.29393,152.60713,0.22360,21.92835,66.44122,0.69701,1.80810,8378.87850,14458.92201,0.98881,0.89409,0.07389,0.13191,0.00000
05952,14.45913,0.87970,0.45552,120.57928,0.64871,30.95436,67.25047,4.79870,2.70366,12704.14829,11140.00350,0.26470,0.06004,0.61050,0.52070,0.00000
05953,19.24304,0.66690,0.08469,305.54771,1.43093,41.30605,61.17108,4.06396,4.10559,5497.65203,11310.69664,0.88864,0.58667,0.56844,0.42490,0.00000
05954,7.08194,0.65984,0.43851,271.22650,0.38002,17.64449,83.24688,3.20037,0.93337,14038.03497,9690.75516,0.31007,0.41206,0.71381,0.72448,0.00000
05955,2.00348,0.74467,0.31737,328.97725,0.65070,8.11502,60.11251,2.30628,2.28849,8523.26012,14093.27073,0.51102,0.73816,0.53801,0.16727,0.00000
05956,1.00039,0.03729,0.44988,69.27298,0.25810,4.75376,80.20714,0.64800,0.88408,6677.47942,4663.25933,0.15726,0.63914,0.70806,0.18964,0.00000
05957,7.75613,0.12455,0.44331,111.92308,1.20902,24.00833,57.16064,1.12500,4.17389,12758.45241,9464.60410,0.50077,0.04261,0.30272,0.59895,0.00000
05958,1.45248,-0.67589,0.17137,316.12531,1.16126,7.58341,83.08453,0.70403,6.03035,8817.62861,7486.61363,0.08433,0.94190,0.58522,0.18251,0.00000
05959,24.89437,0.22911,0.01321,136.35693,1.05551,49.04912,78.36280,0.96137,3.71047,5766.14071,13205.97426,0.46150,0.69339,0.30474,0.93944,0.00000
05960,13.02245,0.69838,0.29523,300.45919,1.37616,32.98854,89.37970,5.55908,1.65395,8969.13119,6387.64569,0.69197,0.92278,0.73245,0.35349,0.00000
05961,23.34917,-0.56547,0.06924,0.50424,0.56305,44.57021,66.65848,5.04223,4.05275,9011.37101,10813.49730,0.70883,0.44212,0.72660,0.35016,0.00000
05962,13.52614,0.78783,0.15920,243.65916,1.45957,34.69945,54.65156,4.56256,0.82867,11789.10537,9464.37911,0.89936,0.25807,0.51308,0.60704,0.00000
05963,21.10864,0.91208,0.32499,32.14093,0.52486,37.40508,47.39064,2.45024,2.47985,4128.57467,7237.38113,0.11980,0.91451,0.63380,0.38856,0.00000
05964,21.89118,0.57338,0.23883,132.50855,0.99055,44.54570,56.55905,2.31024,1.14732,4900.95382,5005.19038,0.60948,0.29011,0.29508,0.00501,0.00000
05965,19.84848,-0.40850,0.29228,293.95685,1.44163,46.37889,89.35291,1.41686,1.05330,8565.55401,14057.82182,0.66157,0.75759,0.53116,0.29055,0.00000
05966,5.38504,0.87098,0.29718,273.79212,0.48878,15.68896,77.75253,5.03434,0.80627,14117.69772,9327.06388,0.29593,0.41537,0.56165,0.79382,0.00000
05967,24.36953,-0.19998,0.28457,181.64214,0.34531,39.11162,63.60910,1.18326,2.36448,13864.53348,6923.15605,0.23309,0.34499,0.04335,0.88287,0.00000
05968,12.23646,0.51435,0.19502,90.41297,0.86399,29.08845,47.20356,2.94176,5.08182,11107.61087,9392.20433,0.68037,0.50183,0.64396,0.14902,0.00000
05969,19.67940,-0.38384,0.38116,57.62947,0.98451,38.66626,57.21329,5.25671,1.36930,11782.66521,12375.53310,0.77736,0.41325,0.92491,0.04139,0.00000
05970,20.78287,-0.88324,0.06447,223.02741,0.61502,38.26331,66.60104,2.82441,0.48795,10876.89090,9761.15651,0.22723,0.69848,0.28098,0.98336,0.00000
05971,18.10976,-0.83678,0.17696,241.55236,1.26355,40.02035,84.03646,4.25539,0.72853,9181.31224,8088.36883,0.19446,0.45552,0.11505,0.60074,0.00000
05972,14.13431,0.72177,0.00233,270.46928,0.84788,30.27767,51.50922,2.44616,3.46839,11190.25619,8285.38969,0.77017,0.90679,0.80996,0.65467,0.00000
05973,11.02111,0.07023,0.38003,274.68993,0.45345,25.42857,50.75836,1.37731,2.74720,11699.91612,13125.29498,0.72033,0.64690,0.38867,0.16059,0.00000
05974,23.37525,-0.14488,0.14417,358.31097,0.56867,43.84846,68.17011,1.49882,1.86631,9073.97157,5460.75490,0.29414,0.91651,0.51645,0.57811,0.00000
05975,2.27313,0.86884,0.36930,246.60673,1.46220,10.19654,53.92578,0.71016,1.68284,9751.46638,13714.37479,0.58018,0.83907,0.84948,0.19407,0.00000
05976,6.61584,-0.44865,0.05351,220.12353,1.25048,19.90561,85.46554,0.58282,1.91391,8170.77415,13804.95794,0.46403,0.48473,0.41401,0.02895,0.00000
05977,1.44155,0.91575,0.09489,306.45983,0.72910,7.01145,58.98045,4.66822,1.67374,14055.48661,8674.06523,0.50495,0.04553,0.41230,0.73171,0.00000
05978,3.06496,-0.43487,0.24496,115.95486,1.38304,13.15349,58.01086,1.30129,4.26340,14048.30895,8683.94324,0.35812,0.53630,0.09653,0.57526,0.00000
05979,21.82731,0.36725,0.41859,297.36079,0.75810,40.34358,47.57731,1.44588,1.06469,7651.57528,12631.13852,0.18896,0.30715,0.87161,0.18497,0.00000
05980,0.60929,0.95858,0.15636,211.05245,1.34989,4.35454,56.91863,2.26069,1.19862,3933.41254,9916.74076,0.55359,0.18612,0.13832,0.51505,0.00000
05981,15.12334,0.54526,0.38957,10.17431,0.95747,34.69167,87.53341,0.69930,3.34042,8215.32094,3701.67436,0.16317,0.84417,0.59417,0.15393,0.00000
05982,18.99868,0.39170,0.15230,288.79292,0.24633,35.96438,66.96230,1.33748,1.19425,12311.99465,7250.90000,0.85997,0.95085,0.39658,0.69114,0.00000
05983,14.52968,0.27001,0.06499,298.23003,0.28110,29.69144,89.12881,1.40366,1.20696,8973.91789,7484.89341,0.12856,0.94136,0.63014,0.60925,0.00000
05984,2.92779,0.64453,0.19323,27.98081,0.60648,11.02984,66.22381,5.23094,2.17988,6300.13599,6062.56527,0.32723,0.15960,0.52600,0.93742,0.00000
05985,5.32885,0.33585,0.48217,143.20933,1.07412,16.46456,72.36222,1.08465,0.65004,7922.93257,9110.42895,0.43029,0.77730,0.19269,0.81393,0.00000
05986,4.70182,-0.95448,0.49136,145.43708,1.35168,15.91719,67.95730,2.03946,2.10431,11680.83432,4834.73689,0.00523,0.11061,0.26281,0.43113,0.00000
05987,21.18109,-0.81934,0.46663,140.15418,1.02994,45.12643,88.05787,1.29338,0.84686,3872.12274,6752.40813,0.36350,0.87268,0.31883,0.98738,0.00000
05988,18.54283,0.86090,0.05038,306.23333,1.47142,42.63397,51.52561,2.69111,6.50638,7720.60127,5655.43333,0.94880,0.99414,0.71917,0.59793,0.00000
05989,18.45754,0.61584,0.11864,226.00754,0.74634,38.49472,54.50073,3.33317,1.63711,8238.27645,12381.73448,0.19317,0.29045,0.13419,0.88848,0.00000
05990,7.70558,-0.78593,0.14022,7.38336,0.21129,18.81841,74.31577,5.08475,0.74512,4506.81380,13204.99885,0.67569,0.34668,0.94465,0.76599,0.00000
05991,5.82650,-0.06030,0.25745,355.87659,1.47863,19.72975,62.12457,0.94111,0.89806,12697.03760,13177.80875,0.69597,0.12329,0.25279,0.16774,0.00000
05992,21.01345,0.52319,0.31887,300.01462,1.04323,45.16064,68.03476,5.42140,0.67102,5504.83914,6123.77235,0.96796,0.93249,0.14583,0.23406,0.00000
05993,21.32481,0.05309,0.28771,47.69867,0.77356,41.00516,74.75312,4.30267,4.84287,14569.44605,6399.97746,0.71413,0.65845,0.12081,0.15965,0.00000
05994,4.30027,0.02115,0.10047,155.83643,0.52547,13.53053,70.98697,1.07175,2.47772,8294.99903,9997.55732,0.30501,0.29767,0.85762,0.25802,0.00000
05995,8.32543,0.68549,0.40516,160.18241,0.98512,23.00085,62.27352,1.77808,0.94561,12088.84484,9446.76720,0.15800,0.88334,0.07809,0.21888,0.00000
05996,0.74302,0.83625,0.22133,302.18998,1.22248,4.88913,79.74194,3.49674,0.70739,6574.50720,14930.15851,0.44877,0.02848,0.49279,0.06877,0.00000
05997,9.64420,0.85980,0.12130,348.23320,0.60814,24.95184,89.69921,2.89995,0.82655,3841.12973,4282.51242,0.14332,0.44700,0.52581,0.22322,0.00000
05998,7.11386,-0.48798,0.49506,157.09129,1.35776,21.86530,86.03067,5.53775,2.20745,7129.86947,10903.13532,0.09892,0.70240,0.03865,0.75271,0.00000
05999,2.81101,0.36313,0.49652,5.54657,0.98106,10.89781,52.36056,5.48825,1.53677,10036.82379,13388.90304,0.95622,0.22935,0.91015,0.16551,0.00000
06000,2.06189,0.57629,0.27406,163.62302,0.16413,7.89880,87.09804,1.10039,0.72696,9513.91629,9274.12938,0.09348,0.48961,0.47741,0.46718,0.98881
06001,9.42685,0.55261,0.16646,353.11789,0.78915,23.20461,88.18233,2.05954,1.44934,12258.38216,9231.07055,0.10192,0.15641,0.63511,0.70104,0.31154
06002,11.36056,0.77870,0.31412,340.57010,1.18196,28.86341,70.54607,0.95338,5.10997,4574.54290,11200.66239,0.13523,0.54046,0.24037,0.48868,0.63095
06003,13.44082,-0.36833,0.44861,61.93158,1.26573,34.63889,81.07127,5.40248,2.16603,7840.17227,7451.61584,0.21096,0.69565,0.12655,0.39329,0.59472
06004,10.87681,-0.49316,0.19555,241.58022,1.23490,27.94398,58.86343,1.10955,1.32816,8640.11788,13616.86232,0.76749,0.22739,0.38644,0.15088,0.11139
06005,23.62296,-0.52505,0.30644,273.10224,0.64918,41.13030,53.16851,4.60747,0.64477,9432.52235,9287.79463,0.80392,0.69648,0.54132,0.71655,0.27883
06006,6.49787,-0.21708,0.01450,299.76152,0.85955,19.77496,49.36137,2.63487,5.49885,11816.86590,10667.27808,0.74267,0.44452,0.50813,0.03640,0.86909
06007,0.91305,0.31201,0.38241,246.27321,1.04727,5.16047,50.22789,1.90883,0.86437,4103.73075,10519.99767,0.30599,0.51518,0.39389,0.62585,0.85443
06008,4.43033,-0.34120,0.32250,312.02435,1.20439,16.41092,57.14798,1.78868,4.58778,9101.81777,8480.39227,0.46994,0.90852,0.69977,0.43636,0.22664
06009,21.18996,0.33297,0.45793,86.25337,0.17968,36.95572,78.35313,1.27266,1.35756,6381.80886,7129.80775,0.95734,0.54494,0.35369,0.52897,0.79955
06010,16.43049,0.42397,0.18589,88.50809,0.85185,36.11063,66.26758,3.93380,0.72770,4442.14170,8575.99912,0.88916,0.78378,0.72566,0.19084,0.24206
06011,3.74736,-0.54264,0.02699,77.19816,0.92265,12.78770,81.85140,4.39168,2.66690,9037.87907,10897.96821,0.16309,0.46486,0.78798,0.04600,0.73457
06012,24.99887,0.21140,0.09441,12.32393,0.76310,43.51162,53.79040,1.81260,3.94734,4862.34407,8492.78324,0.95929,0.41892,0.61094,0.17587,0.94631
06013,3.37759,0.88153,0.40506,151.05230,1.39079,13.46111,53.11057,1.12496,0.90469,12576.30280,11010.19342,0.60268,0.78311,0.78996,0.71866,0.74401
06014,7.94817,-0.43771,0.47459,317.50539,1.14571,23.41039,82.84123,2.66492,2.21958,10308.73076,4323.77687,0.04526,0.82210,0.53273,0.44158,0.75728
06015,23.47795,-0.15229,0.49172,169.62972,0.48211,42.49431,59.95144,1.22416,0.53997,8634.57385,11905.95988,0.44859,0.50071,0.16661,0.74481,0.43983
06016,4.06543,0.16092,0.41343,54.59182,1.30045,15.52828,49.89059,0.96681,1.35773,11914.19286,14860.09809,0.66095,0.78127,0.64890,0.41698,0.68790
06017,15.13056,-0.81816,0.18400,99.52371,0.57889,33.23752,45.72410,3.95654,1.07543,4256.61560,14680.20309,0.99389,0.03438,0.15235,0.40992,0.05140
06018,18.63023,-0.53654,0.28740,84.77479,0.73880,38.04698,76.63837,1.30870,0.81031,6954.60810,9662.63828,0.65451,0.90835,0.56350,0.08902,0.62159
06019,21.43277,-0.84733,0.11326,308.67358,1.08917,44.13904,46.07769,0.91396,0.81932,12908.59961,6375.76558,0.28386,0.78559,0.62562,0.56022,0.40885
06020,10.77209,0.87942,0.12152,115.23351,0.40483,25.53862,88.50038,5.98639,2.99666,6714.22498,13935.21590,0.69846,0.49835,0.85353,0.17626,0.36989
06021,1.83103,-0.27728,0.02391,198.05926,0.85117,8.57950,62.65634,3.26106,1.87368,8498.95055,7749.34748,0.10035,0.22196,0.41403,0.45595,0.26885
06022,14.45366,-0.48504,0.43523,258.97864,1.19709,35.39976,89.87101,4.62163,2.33650,7941.51274,7283.52933,0.14459,0.54344,0.89345,0.25432,0.89861
06023,12.76324,0.59168,0.30986,132.88133,0.89141,28.82357,56.35234,0.61687,1.21184,11588.11181,4678.96457,0.61867,0.75591,0.71176,0.75965,0.85904
06024,10.99681,0.82133,0.23163,19.71503,0.32088,23.97875,81.62031,4.58173,0.73886,5582.45450,9632.51012,0.75131,0.13907,0.75648,0.48864,0.93740
06025,23.30406,-0.49776,0.41562,53.39204,1.17250,46.05141,62.84096,4.62011,1.63346,4737.38809,9637.05939,0.53236,0.16001,0.51819,0.54747,0.46688
06026,4.15284,-0.03267,0.09964,187.39327,0.57638,13.96756,79.18522,3.35093,1.27633,11220.23139,8638.47701,0.92168,0.65226,0.38335,0.34692,0.06230
06027,13.26958,0.82575,0.21523,189.49654,0.20790,25.98321,67.40195,0.79079,2.00118,8461.88396,13881.46529,0.51627,0.76212,0.28700,0.52944,0.03083
06028,21.91010,0.96960,0.03961,148.52457,1.13385,46.66594,46.88964,3.72956,0.93980,12605.07587,14293.06000,0.56348,0.12378,0.49001,0.41200,0.38510
06029,9.03538,0.63528,0.32025,63.65183,0.76755,22.64309,57.43707,0.56658,1.23419,14124.73110,5062.28783,0.82178,0.32317,0.51183,0.51323,0.20827
06030,16.66398,0.93365,0.23884,342.90244,0.79179,34.52034,47.15937,1.31076,4.14849,8491.02939,11952.58323,0.70036,0.49175,0.64695,0.33728,0.98825
06031,20.52872,0.97898,0.03089,47.99389,1.45847,46.33343,88.05836,4.44686,1.45957,9787.11661,12750.28680,0.07548,0.22721,0.99642,0.35863,0.28587
06032,20.43057,0.68111,0.12174,317.32491,0.63196,41.37798,81.84850,1.80495,4.09152,9202.17725,14945.18239,0.37144,0.45846,0.98434,0.24769,0.32288
06033,12.20677,-0.03885,0.39131,287.49811,1.10908,29.31355,50.19854,2.91198,1.29785,5017.27908,8847.48297,0.60902,0.28812,0.45799,0.32077,0.36181
06034,17.17054,0.94845,0.36635,200.43373,0.91163,37.76282,52.32049,1.34076,4.09167,11562.63391,9811.33840,0.60985,0.58227,0.73460,0.14637,0.49128
06035,20.52123,-0.51340,0.02167,244.57967,0.49233,36.99334,65.00145,1.99543,2.55111,11940.38251,11650.35319,0.18734,0.88665,0.70154,0.06187,0.03692
06036,23.77121,-0.78651,0.04957,129.26560,0.96468,46.47111,74.34351,3.58617,0.60264,8815.56950,12757.75107,0.82339,0.66210,0.93755,0.70532,0.48665
06037,6.66815,-0.23944,0.20235,70.63907,0.54708,18.18306,78.86295,3.02881,0.76639,8921.05970,11043.96289,0.06137,0.65785,0.06173,0.32996,0.11531
06038,19.12681,0.74338,0.02413,31.27699,1.27134,42.51671,77.40796,3.03632,1.39111,8503.65626,14628.48279,0.29845,0.67070,0.06721,0.39531,0.39983
06039,1.34407,0.91443,0.23629,61.97823,1.21585,6.68895,45.12231,0.60380,2.78947,10584.02760,6008.23552,0.63284,0.54509,0.65907,0.78337,0.14071
06040,2.63536,0.55009,0.11896,344.66334,0.42424,9.48556,81.19521,4.15411,0.36718,3535.15810,12255.57103,0.65538,0.06673,0.40899,0.10675,0.55267
06041,17.14372,0.96054,0.41353,274.21077,0.43262,35.06487,68.95728,0.78629,2.99547,5724.69557,14524.82747,0.42477,0.16113,0.27245,0.73772,0.36123
06042,11.43615,-0.51854,0.21738,50.44455,0.54336,26.99999,59.70635,1.43713,3.08824,13298.08960,8217.98291,0.28303,0.92351,0.15865,0.68411,0.92055
06043,15.99036,-0.23740,0.07601,92.83285,0.67043,34.04936,71.04799,5.04347,2.16970,7935.99967,7744.96066,0.06744,0.94672,0.60657,0.38794,0.66291
06044,13.51326,-0.28575,0.42210,295.60125,1.14783,33.02070,87.35614,2.17232,5.46527,9648.37230,5313.28708,0.50235,0.45880,0.02953,0.84595,0.40570
06045,20.28943,0.45385,0.17841,99.81919,0.16697,35.74983,66.55137,5.59850,0.78810,12907.06549,7183.01126,0.85364,0.88626,0.25259,0.20383,0.61959
06046,6.65418,0.18469,0.14428,92.95903,0.63515,18.34751,82.13612,4.95044,3.07786,11519.17774,12120.67817,0.38455,0.51124,0.45434,0.75028,0.12003
06047,17.83297,-0.19005,0.16559,274.72846,0.28846,31.99899,77.29764,1.99135,0.91792,11809.88516,11197.06042,0.22877,0.75339,0.96641,0.35601,0.54062
06048,24.59868,-0.09176,0.24998,209.36948,0.11668,37.55127,74.05201,4.10433,0.30406,5527.29196,4997.77440,0.41122,0.88916,0.09971,0.39643,0.93431
06049,15.61155,0.94384,0.28233,182.22652,0.81408,33.48982,61.71850,2.23742,3.02247,13022.78153,10724.28918,0.20256,0.09181,0.84938,0.70571,0.49639
06050,12.45833,-0.35518,0.23172,131.73181,0.26040,25.90493,71.95636,1.69332,0.43514,3626.70027,11079.26556,0.31101,0.16193,0.81542,0.57639,0.84084
